Delito,SubDelito,Fecha,Victima,SubVictima,Edad,Sexo,Nacionalidad,Provincia,Canton,Distrito,
HURTO,POR DESCUIDO,2025-02-16,06:00:00 - 08:59:59,PERSONA,EMPRESARIO/COMERCIANTE [PERSONA],Mayor de edad,MUJER,NICARAGUA,PUNTARENAS,QUEPOS,
HURTO,POR DESCUIDO,2025-02-17,00:00:00 - 02:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,HEREDIA,SARAPIQUI,
HURTO,POR DESCUIDO,2025-02-14,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,TURRIALBA,
HURTO,POR DESCUIDO,2025-02-13,15:00:00 - 17:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,BELGICA,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-15,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
HURTO,POR DESCUIDO,2025-02-15,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-17,09:00:00 - 11:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
HURTO,POR DESCUIDO,2025-02-16,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,GOLFITO,
HURTO,POR DESCUIDO,2025-02-16,00:00:00 - 02:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,HOMBRE,SUIZA,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2025-02-14,12:00:00 - 14:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,HOMBRE,PAISES BAJOS (HOLANDA),PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2025-02-16,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,BELGICA,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-06,12:00:00 - 14:59:59,EDIFICACION,CENTRO EDUCATIVO [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-02-06,12:00:00 - 14:59:59,EDIFICACION,CENTRO EDUCATIVO [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-02-12,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,POR DESCUIDO,2025-02-07,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,LIMON,POCOCI,
HURTO,POR DESCUIDO,2025-02-14,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Menor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
HURTO,POR DESCUIDO,2025-02-17,12:00:00 - 14:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,Desconocido,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-15,18:00:00 - 20:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-13,18:00:00 - 20:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2025-02-13,18:00:00 - 20:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,MUJER,Desconocido,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2025-02-17,09:00:00 - 11:59:59,EDIFICACION,LIBRERIA [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,CARTAGO,LA UNION,
HURTO,POR DESCUIDO,2025-02-16,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-12,18:00:00 - 20:59:59,PERSONA,USUARIO SERVICIO PUBLICO/PRIVADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,ALAJUELITA,
HURTO,POR DESCUIDO,2025-02-16,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-01-09,18:00:00 - 20:59:59,EDIFICACION,BODEGA/DEPOSITO/ALMACEN [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-11,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Desconocido,HOMBRE,ESTADOS UNIDOS,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-17,21:00:00 - 23:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,MUJER,COSTA RICA,LIMON,LIMON,
HURTO,POR DESCUIDO,2025-02-18,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,POR DESCUIDO,2025-02-14,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,LIMON,POCOCI,
HURTO,POR DESCUIDO,2025-02-17,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,TURRIALBA,
HURTO,POR DESCUIDO,2025-02-18,09:00:00 - 11:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-18,09:00:00 - 11:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-17,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,NICOYA,
HURTO,POR DESCUIDO,2025-02-18,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Adulto Mayor,DESCONOCIDO,PAISES BAJOS (HOLANDA),LIMON,POCOCI,
HURTO,POR DESCUIDO,2025-02-17,06:00:00 - 08:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-15,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,ESTADOS UNIDOS,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-17,00:00:00 - 02:59:59,PERSONA,FINQUERO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
HURTO,POR DESCUIDO,2025-02-15,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,GRECIA,
HURTO,POR DESCUIDO,2025-02-15,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,DESCONOCIDO,COSTA RICA,ALAJUELA,GRECIA,
HURTO,POR DESCUIDO,2025-02-17,12:00:00 - 14:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,LIMON,POCOCI,
HURTO,POR DESCUIDO,2025-02-18,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,GOLFITO,
HURTO,POR DESCUIDO,2025-02-18,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Adulto Mayor,MUJER,COSTA RICA,SAN JOSE,DESAMPARADOS,
HURTO,POR DESCUIDO,2025-02-14,12:00:00 - 14:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GOLFITO,
HURTO,POR DESCUIDO,2025-02-16,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,ALEMANIA,GUANACASTE,NICOYA,
HURTO,POR DESCUIDO,2025-02-19,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,LOS CHILES,
HURTO,POR DESCUIDO,2025-02-16,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,SUECIA,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-17,18:00:00 - 20:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-18,12:00:00 - 14:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,NICARAGUA,HEREDIA,HEREDIA,
HURTO,POR DESCUIDO,2025-02-16,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,POR DESCUIDO,2025-02-18,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SARCH&#205;,
HURTO,POR DESCUIDO,2025-02-19,06:00:00 - 08:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-19,09:00:00 - 11:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
HURTO,POR DESCUIDO,2025-02-17,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,LIMON,SIQUIRRES,
HURTO,POR DESCUIDO,2025-02-19,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,POR DESCUIDO,2025-02-15,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,BELEN,
HURTO,POR DESCUIDO,2025-02-15,06:00:00 - 08:59:59,OTROS,BICICLETA [OTROS],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-19,12:00:00 - 14:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,SAN RAMON,
HURTO,POR DESCUIDO,2025-02-19,12:00:00 - 14:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-01-26,21:00:00 - 23:59:59,PERSONA,USUARIO SERVICIO PUBLICO/PRIVADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-16,12:00:00 - 14:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
HURTO,POR DESCUIDO,2025-02-12,09:00:00 - 11:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-12,06:00:00 - 08:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-13,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-19,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,POR DESCUIDO,2025-02-19,15:00:00 - 17:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,LIMON,SIQUIRRES,
HURTO,POR DESCUIDO,2025-02-19,15:00:00 - 17:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,LIMON,SIQUIRRES,
HURTO,POR DESCUIDO,2025-02-20,00:00:00 - 02:59:59,EDIFICACION,CENTRO EDUCATIVO [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,CARTAGO,TURRIALBA,
HURTO,POR DESCUIDO,2025-02-16,03:00:00 - 05:59:59,PERSONA,USUARIO SERVICIO PUBLICO/PRIVADO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-19,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,PUNTARENAS,PARRITA,
HURTO,POR DESCUIDO,2025-02-19,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,COTO BRUS,
HURTO,POR DESCUIDO,2025-02-17,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-17,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Desconocido,DESCONOCIDO,Desconocido,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-12,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,NICOYA,
HURTO,POR DESCUIDO,2025-02-19,15:00:00 - 17:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-19,03:00:00 - 05:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-14,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,CURRIDABAT,
HURTO,POR DESCUIDO,2025-01-15,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,CUBA,PUNTARENAS,GOLFITO,
HURTO,POR DESCUIDO,2025-02-20,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-20,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,CANADA,GUANACASTE,NICOYA,
HURTO,POR DESCUIDO,2025-02-19,18:00:00 - 20:59:59,OTROS,BICICLETA [OTROS],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
HURTO,POR DESCUIDO,2025-02-20,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-20,06:00:00 - 08:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-02-19,12:00:00 - 14:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-02-20,00:00:00 - 02:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-20,15:00:00 - 17:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,MUJER,CANADA,PUNTARENAS,GARABITO,
HURTO,POR DESCUIDO,2025-01-18,15:00:00 - 17:59:59,EDIFICACION,TIENDA/BOUTIQUE [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,ESCAZU,
HURTO,POR DESCUIDO,2025-02-20,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,ALAJUELA,LOS CHILES,
HURTO,POR DESCUIDO,2025-02-21,09:00:00 - 11:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,CANADA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-02-20,18:00:00 - 20:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,TURRIALBA,
HURTO,POR DESCUIDO,2025-02-17,12:00:00 - 14:59:59,EDIFICACION,CENTRO EDUCATIVO [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-18,15:00:00 - 17:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-21,03:00:00 - 05:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,POR DESCUIDO,2025-02-12,15:00:00 - 17:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
HURTO,POR DESCUIDO,2025-02-21,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
HURTO,POR DESCUIDO,2025-02-15,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,BELEN,
HURTO,POR DESCUIDO,2025-02-12,00:00:00 - 02:59:59,OTROS,NO DEFINIDO [OTROS],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,MORAVIA,
HURTO,POR DESCUIDO,2025-02-12,00:00:00 - 02:59:59,OTROS,NO DEFINIDO [OTROS],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
HURTO,POR DESCUIDO,2025-02-17,06:00:00 - 08:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-21,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COLOMBIA,HEREDIA,DESCONOCIDO,
HURTO,POR DESCUIDO,2025-02-09,15:00:00 - 17:59:59,PERSONA,COBRADOR/MENSAJERO/PAGADOR [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,POR DESCUIDO,2025-02-19,00:00:00 - 02:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Desconocido,DESCONOCIDO,Desconocido,PUNTARENAS,CORREDORES,
HURTO,POR DESCUIDO,2025-02-12,15:00:00 - 17:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-20,03:00:00 - 05:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,MUJER,CANADA,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-14,12:00:00 - 14:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,LIMON,GUACIMO,
HURTO,POR DESCUIDO,2025-02-21,09:00:00 - 11:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-20,03:00:00 - 05:59:59,OTROS,BICICLETA [OTROS],Desconocido,HOMBRE,Desconocido,LIMON,TALAMANCA,
HURTO,POR DESCUIDO,2025-02-20,06:00:00 - 08:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SAN PABLO,
HURTO,POR DESCUIDO,2025-02-21,12:00:00 - 14:59:59,PERSONA,ESTUDIANTE [PERSONA],Mayor de edad,MUJER,NICARAGUA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-21,12:00:00 - 14:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-21,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Menor de edad,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-21,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,POR DESCUIDO,2025-02-22,09:00:00 - 11:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,POR DESCUIDO,2025-02-22,09:00:00 - 11:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,SIQUIRRES,
HURTO,POR DESCUIDO,2025-02-22,09:00:00 - 11:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,NICOYA,
HURTO,POR DESCUIDO,2025-02-22,15:00:00 - 17:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,PUNTARENAS,GARABITO,
HURTO,POR DESCUIDO,2025-02-22,18:00:00 - 20:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,PUNTARENAS,
HURTO,POR DESCUIDO,2025-02-22,12:00:00 - 14:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-01-19,15:00:00 - 17:59:59,PERSONA,MENOR DE EDAD [PERSONA],Menor de edad,MUJER,COSTA RICA,PUNTARENAS,QUEPOS,
HURTO,POR DESCUIDO,2025-02-22,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,DESAMPARADOS,
HURTO,POR DESCUIDO,2025-02-23,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
HURTO,POR DESCUIDO,2025-02-23,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-22,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-23,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-22,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-22,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-23,09:00:00 - 11:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-22,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-23,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,CARRILLO,
HURTO,POR DESCUIDO,2025-02-22,15:00:00 - 17:59:59,OTROS,BICICLETA [OTROS],Adulto Mayor,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
HURTO,POR DESCUIDO,2025-02-23,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Menor de edad,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-16,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,ALAJUELITA,
HURTO,POR DESCUIDO,2025-02-14,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,POR DESCUIDO,2025-02-23,12:00:00 - 14:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,HOMBRE,INGLATERRA,PUNTARENAS,QUEPOS,
HURTO,POR DESCUIDO,2025-02-23,12:00:00 - 14:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,POR DESCUIDO,2025-02-17,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,CANAS,
HURTO,POR DESCUIDO,2025-02-21,06:00:00 - 08:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,VENEZUELA,SAN JOSE,PEREZ ZELEDON,
HURTO,POR DESCUIDO,2025-02-21,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,DESCONOCIDO,
HURTO,POR DESCUIDO,2025-02-21,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,DESCONOCIDO,
HURTO,POR DESCUIDO,2025-02-02,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
