Delito,SubDelito,Fecha,Victima,SubVictima,Edad,Sexo,Nacionalidad,Provincia,Canton,Distrito,
ASALTO,ARMA DE FUEGO,2025-01-03,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,GOICOECHEA,
ASALTO,ARMA DE FUEGO,2025-01-04,12:00:00 - 14:59:59,EDIFICACION,TALLER [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-04,12:00:00 - 14:59:59,EDIFICACION,TALLER [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-04,12:00:00 - 14:59:59,EDIFICACION,TALLER [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-04,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-04,18:00:00 - 20:59:59,VEHICULO,SERVICIO PUBLICO/TAXI LEGAL O PIRATA/AUTOBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-04,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
ASALTO,ARMA DE FUEGO,2025-01-04,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
ASALTO,ARMA DE FUEGO,2025-01-04,21:00:00 - 23:59:59,PERSONA,GUARDA [PERSONA],Desconocido,HOMBRE,NICARAGUA,LIMON,SIQUIRRES,
ASALTO,ARMA DE FUEGO,2025-01-04,18:00:00 - 20:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTA BARBARA,
ASALTO,ARMA DE FUEGO,2025-01-03,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SAN ISIDRO,
ASALTO,ARMA DE FUEGO,2025-01-04,06:00:00 - 08:59:59,PERSONA,TURISTA/NACIONAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
ASALTO,ARMA DE FUEGO,2025-01-02,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,DESAMPARADOS,
ASALTO,ARMA DE FUEGO,2025-01-05,18:00:00 - 20:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,CANAS,
ASALTO,ARMA DE FUEGO,2025-01-05,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
ASALTO,ARMA DE FUEGO,2025-01-05,03:00:00 - 05:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTA BARBARA,
ASALTO,ARMA DE FUEGO,2025-01-05,21:00:00 - 23:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,OROTINA,
ASALTO,ARMA DE FUEGO,2025-01-02,03:00:00 - 05:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-05,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,Desconocido,SAN JOSE,GOICOECHEA,
ASALTO,ARMA DE FUEGO,2025-01-06,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,CARTAGO,CARTAGO,
ASALTO,ARMA DE FUEGO,2025-01-06,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-06,15:00:00 - 17:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
ASALTO,ARMA DE FUEGO,2025-01-04,15:00:00 - 17:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,CARRILLO,
ASALTO,ARMA DE FUEGO,2025-01-03,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-06,21:00:00 - 23:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,DESAMPARADOS,
ASALTO,ARMA DE FUEGO,2025-01-06,21:00:00 - 23:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,CURRIDABAT,
ASALTO,ARMA DE FUEGO,2025-01-06,21:00:00 - 23:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,CURRIDABAT,
ASALTO,ARMA DE FUEGO,2025-01-07,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,Desconocido,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-07,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Desconocido,HOMBRE,Desconocido,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-07,00:00:00 - 02:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-07,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SARCH&#205;,
ASALTO,ARMA DE FUEGO,2025-01-06,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-07,00:00:00 - 02:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SARCH&#205;,
ASALTO,ARMA DE FUEGO,2025-01-07,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,PUNTARENAS,
ASALTO,ARMA DE FUEGO,2025-01-04,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Desconocido,HOMBRE,COSTA RICA,HEREDIA,SANTO DOMINGO,
ASALTO,ARMA DE FUEGO,2025-01-03,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,TALAMANCA,
ASALTO,ARMA DE FUEGO,2025-01-08,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,CARTAGO,TURRIALBA,
ASALTO,ARMA DE FUEGO,2025-01-08,00:00:00 - 02:59:59,OTROS,BICICLETA [OTROS],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-05,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,GUANACASTE,SANTA CRUZ,
ASALTO,ARMA DE FUEGO,2025-01-04,21:00:00 - 23:59:59,PERSONA,GUARDA [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
ASALTO,ARMA DE FUEGO,2025-01-04,21:00:00 - 23:59:59,PERSONA,GUARDA [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,ALAJUELA,SAN CARLOS,
ASALTO,ARMA DE FUEGO,2025-01-02,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-02,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Desconocido,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-07,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
ASALTO,ARMA DE FUEGO,2025-01-07,18:00:00 - 20:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,CANAS,
ASALTO,ARMA DE FUEGO,2025-01-08,15:00:00 - 17:59:59,VEHICULO,MOTOCICLETA/MENSAJERO/COBRADOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
ASALTO,ARMA DE FUEGO,2025-01-08,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL/MENSAJERO/COBRADOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
ASALTO,ARMA DE FUEGO,2025-01-08,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-08,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-09,03:00:00 - 05:59:59,EDIFICACION,GASOLINERIA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
ASALTO,ARMA DE FUEGO,2025-01-09,03:00:00 - 05:59:59,EDIFICACION,GASOLINERIA [EDIFICACION],Desconocido,DESCONOCIDO,Desconocido,HEREDIA,HEREDIA,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Desconocido,HOMBRE,Desconocido,SAN JOSE,TIBAS,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Desconocido,MUJER,Desconocido,SAN JOSE,TIBAS,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Desconocido,MUJER,Desconocido,SAN JOSE,TIBAS,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Desconocido,MUJER,Desconocido,SAN JOSE,TIBAS,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Desconocido,HOMBRE,Desconocido,SAN JOSE,TIBAS,
ASALTO,ARMA DE FUEGO,2025-01-07,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,ALAJUELITA,
ASALTO,ARMA DE FUEGO,2025-01-09,00:00:00 - 02:59:59,EDIFICACION,GASOLINERIA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
ASALTO,ARMA DE FUEGO,2025-01-09,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,RESTAURANTE/SODA [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,TIBAS,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,BAR [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,HEREDIA,HEREDIA,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,BAR [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,EDIFICACION,BAR [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
ASALTO,ARMA DE FUEGO,2025-01-08,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-09,15:00:00 - 17:59:59,EDIFICACION,TIENDA/BOUTIQUE [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTO DOMINGO,
ASALTO,ARMA DE FUEGO,2025-01-09,15:00:00 - 17:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
ASALTO,ARMA DE FUEGO,2025-01-09,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,GUANACASTE,LIBERIA,
ASALTO,ARMA DE FUEGO,2025-01-09,21:00:00 - 23:59:59,VEHICULO,SERVICIO PUBLICO/TAXI LEGAL O PIRATA/AUTOBUS [VEHICULO],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-09,21:00:00 - 23:59:59,VEHICULO,SERVICIO PUBLICO/TAXI LEGAL O PIRATA/AUTOBUS [VEHICULO],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-10,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,OROTINA,
ASALTO,ARMA DE FUEGO,2025-01-10,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-10,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SARAPIQUI,
ASALTO,ARMA DE FUEGO,2025-01-09,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,DESAMPARADOS,
ASALTO,ARMA DE FUEGO,2025-01-09,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,DESAMPARADOS,
ASALTO,ARMA DE FUEGO,2025-01-09,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,DESAMPARADOS,
ASALTO,ARMA DE FUEGO,2025-01-09,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,DESAMPARADOS,
ASALTO,ARMA DE FUEGO,2025-01-10,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-09,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTO DOMINGO,
ASALTO,ARMA DE FUEGO,2025-01-02,12:00:00 - 14:59:59,PERSONA,COBRADOR/MENSAJERO/PAGADOR [PERSONA],Mayor de edad,HOMBRE,CUBA,HEREDIA,BARVA,
ASALTO,ARMA DE FUEGO,2025-01-11,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,MONTES DE OCA,
ASALTO,ARMA DE FUEGO,2025-01-11,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MONTES DE OCA,
ASALTO,ARMA DE FUEGO,2025-01-11,00:00:00 - 02:59:59,PERSONA,GUARDA [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,MONTES DE OCA,
ASALTO,ARMA DE FUEGO,2025-01-11,00:00:00 - 02:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,DESCONOCIDO,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-11,00:00:00 - 02:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-11,00:00:00 - 02:59:59,EDIFICACION,OTRO O INDETERMINADO [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-10,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-10,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,CURRIDABAT,
ASALTO,ARMA DE FUEGO,2025-01-11,00:00:00 - 02:59:59,PERSONA,GUARDA [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,06:00:00 - 08:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,MUJER,NICARAGUA,GUANACASTE,LIBERIA,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,MUJER,INGLATERRA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,MUJER,ESTADOS UNIDOS,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Adulto Mayor,HOMBRE,INGLATERRA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Adulto Mayor,MUJER,INGLATERRA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,HOMBRE,IRLANDA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Adulto Mayor,HOMBRE,CANADA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,MUJER,AUSTRIA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Desconocido,HOMBRE,SUIZA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,MUJER,ESTADOS UNIDOS,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,MUJER,ALEMANIA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,MUJER,INGLATERRA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-10,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,CURRIDABAT,
ASALTO,ARMA DE FUEGO,2025-01-11,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,CURRIDABAT,
ASALTO,ARMA DE FUEGO,2025-01-11,18:00:00 - 20:59:59,EDIFICACION,LICORERA [EDIFICACION],Desconocido,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
ASALTO,ARMA DE FUEGO,2025-01-11,12:00:00 - 14:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-11,12:00:00 - 14:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Desconocido,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
ASALTO,ARMA DE FUEGO,2025-01-12,03:00:00 - 05:59:59,EDIFICACION,CONSTRUCCI&#211;N [EDIFICACION],Desconocido,HOMBRE,Desconocido,HEREDIA,FLORES,
ASALTO,ARMA DE FUEGO,2025-01-12,03:00:00 - 05:59:59,EDIFICACION,CONSTRUCCI&#211;N [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,FLORES,
ASALTO,ARMA DE FUEGO,2025-01-12,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-11,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,DESCONOCIDO,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-11,21:00:00 - 23:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-12,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-12,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Desconocido,MUJER,Desconocido,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-12,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Menor de edad,DESCONOCIDO,COSTA RICA,ALAJUELA,SAN CARLOS,
ASALTO,ARMA DE FUEGO,2025-01-12,00:00:00 - 02:59:59,EDIFICACION,OFICINAS/EMPRESA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,ESPARZA,
ASALTO,ARMA DE FUEGO,2025-01-12,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-12,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
ASALTO,ARMA DE FUEGO,2025-01-09,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
ASALTO,ARMA DE FUEGO,2025-01-13,00:00:00 - 02:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,HOMBRE,Desconocido,PUNTARENAS,GARABITO,
ASALTO,ARMA DE FUEGO,2025-01-13,00:00:00 - 02:59:59,EDIFICACION,GASOLINERIA [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,CURRIDABAT,
ASALTO,ARMA DE FUEGO,2025-01-13,00:00:00 - 02:59:59,EDIFICACION,GASOLINERIA [EDIFICACION],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,CURRIDABAT,
ASALTO,ARMA DE FUEGO,2025-01-12,21:00:00 - 23:59:59,VEHICULO,MOTOCICLETA/REPARTIDOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-12,21:00:00 - 23:59:59,VEHICULO,MOTOCICLETA/REPARTIDOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
ASALTO,ARMA DE FUEGO,2025-01-10,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
ASALTO,ARMA DE FUEGO,2025-01-05,00:00:00 - 02:59:59,VEHICULO,SERVICIO PUBLICO/TAXI LEGAL O PIRATA/AUTOBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
ASALTO,ARMA DE FUEGO,2025-01-12,09:00:00 - 11:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,MUJER,COSTA RICA,LIMON,MATINA,
ASALTO,ARMA DE FUEGO,2025-01-11,21:00:00 - 23:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
ASALTO,ARMA DE FUEGO,2025-01-11,21:00:00 - 23:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
ASALTO,ARMA DE FUEGO,2025-01-11,21:00:00 - 23:59:59,EDIFICACION,PULPERIA/ABASTECEDOR/MINISUPER/EXPENDIO CARNE [EDIFICACION],Mayor de edad,MUJER,CHINA,SAN JOSE,GOICOECHEA,
ASALTO,ARMA DE FUEGO,2025-01-13,03:00:00 - 05:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
ASALTO,ARMA DE FUEGO,2025-01-13,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,PALMARES,
ASALTO,ARMA DE FUEGO,2025-01-13,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
ASALTO,ARMA DE FUEGO,2025-01-12,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,GOICOECHEA,
ASALTO,ARMA DE FUEGO,2025-01-13,00:00:00 - 02:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,MUJER,SUIZA,PUNTARENAS,GARABITO,
